0.305658,-2.22785,3.88757,
0.0343457,-2.969,-1.85605,
0.462046,-1.84363,-3.28851,
0.478908,-1.65758,0.477004,
0.101401,-1.39032,-3.02717,
0.315791,-0.600523,-1.62277,
0.626921,-3.04975,0.0949754,
0.223864,-2.58405,-0.808166,
0.420209,-0.749984,-5.12232,
0.0441566,-0.755317,-3.45389,
0.200555,-2.03441,-0.0123231,
0.21649,-2.93783,-3.32128,
0.643509,-2.99957,4.83546,
0.589691,-0.993122,5.16147,
0.449813,-1.21144,-3.78264,
0.55379,-0.5522,-2.15293,
0.458454,-2.23448,-0.394644,
0.233647,-2.60101,1.40002,
0.684844,-2.17624,0.10768,
0.372481,-2.95772,0.115525,
0.296304,-2.28921,-0.524446,
0.561186,-2.50792,1.0666,
0.359279,-1.91286,2.79461,
0.0286456,-2.51265,2.94311,
0.249421,-1.45268,-3.05275,
0.602341,-2.8053,-1.63342,
0.653565,-2.46972,-2.83406,
-0.078681,-2.76008,-0.603594,
0.309856,-2.49281,-5.31966,
0.230685,-2.39025,-2.06525,
0.547598,-2.48085,-2.15451,
0.550161,-2.21235,-3.17968,
0.022961,-2.80104,-1.80187,
0.619937,-2.22469,-4.91993,
0.0908718,-1.70361,3.59211,
0.589659,-2.69199,4.23436,
0.530089,-0.625105,2.53734,
0.21769,-2.63667,-3.20995,
0.683736,-0.638452,-3.32453,
0.561662,-1.99638,-4.72236,
0.303415,-0.974429,-2.55037,
0.0954722,-1.51084,2.73507,
0.405991,-3.06759,4.61847,
0.0655236,-1.43057,-0.606366,
0.17647,-0.747193,4.43186,
0.533942,-1.61078,-4.62626,
0.571836,-1.48052,-3.21838,
0.382083,-1.66356,0.210736,
0.18451,-1.69063,2.32631,
0.126749,-0.847672,0.907183,
0.0321132,-2.6329,-2.80266,
0.270577,-1.88105,5.12387,
-0.0551119,-1.14566,4.63913,
0.275238,-0.545373,-4.77435,
0.323117,-2.55548,-1.21696,
0.299981,-1.50091,-1.02113,
0.216534,-2.34309,4.0472,
