6.82833,10.0057,4.58652,12.1467,33.5672
0.560071,6.35414,1.9572,4.27222,13.1436
0.544512,4.02745,6.03768,1.75445,12.3641
4.81222,13.6151,4.4656,0.801143,23.694
10.4056,4.79722,9.84245,13.8192,38.8645
14.6444,5.803,18.7799,9.40384,48.6311
2.76352,7.07704,5.60316,5.136,20.5797
10.9296,6.34872,8.01493,2.45574,27.749
2.48061,8.67243,1.64581,7.0556,19.8544
5.71556,7.20035,6.01445,12.7862,31.7166
5.69666,5.95214,4.26496,6.1694,22.0832
13.549,12.794,4.91188,14.1085,45.3634
1.97209,7.86938,5.7872,4.77286,20.4015
4.38693,1.67075,3.60395,4.08952,13.7512
14.3022,2.5686,7.31217,1.1804,25.3633
9.72026,0.840112,2.33451,3.33664,16.2315
1.81591,8.20143,2.34887,3.30291,15.6691
2.4305,2.84396,3.95202,0.700462,9.92695
2.13898,9.05546,14.4759,3.42103,29.0914
3.45947,2.80985,1.72441,5.69563,13.6894
14.6044,12.8248,10.3334,6.16116,43.9237
2.60163,9.24824,6.43801,4.95762,23.2455
0.316807,4.13145,2.24989,4.61364,11.3118
22.6029,4.52134,5.40902,5.01635,37.5496
6.69758,1.51464,2.57199,10.2181,21.0023
4.11883,19.1147,6.26086,1.23013,30.7245
8.83681,5.61492,7.92768,9.17121,31.5506
5.08357,6.328,6.27477,3.17168,20.858
2.74386,8.49845,4.62422,8.75453,24.6211
6.19792,1.07284,2.21759,2.05087,11.5392
12.06,7.622,10.9725,4.30719,34.9618
0.960039,2.99487,3.7184,6.2217,13.895
7.12124,14.571,3.29849,5.89218,30.883
10.3875,6.99194,8.20713,13.5595,39.1461
2.4168,7.29552,3.17134,2.48197,15.3656
4.83474,9.23069,8.4053,15.0905,37.5612
1.41801,2.0495,6.33082,0.504732,10.3031
10.9227,4.89354,8.00821,4.62023,28.4447
4.42669,9.18825,2.99441,3.3545,19.9638
3.98114,8.9683,3.60978,17.1022,33.6614
9.6832,8.0519,7.77583,3.87344,29.3844
14.3867,12.9809,15.6188,11.7944,54.7809
1.41095,3.54865,5.916,4.57852,15.4541
7.19676,4.29662,6.79965,10.8797,29.1727
11.626,8.08333,10.565,12.85,43.1243
6.29316,8.29241,0.752067,6.7248,22.0624
1.24392,3.7836,5.12215,2.75592,12.9056
9.36402,1.98893,6.84337,5.50662,23.7029
5.6398,12.916,3.08448,3.22078,24.8611
4.6934,10.2042,5.73944,8.66803,29.3051
