0.515403,-1.59224,3.7483,0.995592,0.00991133,0.0921488,-0.0182005,0.942207,0.00724941,-0.0920046,-0.0075318,0.995719,15.9424,10.5405,8.40185,8.28765,7.96498,8.0358
-0.0444752,-0.889059,3.48965,0.961334,-0.131816,-0.241079,0.146472,0.930449,0.0383025,0.233202,-0.0692679,0.969749,13.2383,8.0215,8.86149,9.17982,7.71015,7.53641
0.312346,-2.3906,4.491,0.999099,0.0302173,-0.0166047,-0.0399468,0.940228,-0.0570413,0.0143364,0.054474,0.998234,21.1742,13.6505,7.31392,7.29611,8.28242,8.21164
-0.00097093,-1.42194,3.4352,0.966855,-0.100293,-0.235089,0.102338,0.936645,-0.000631525,0.233918,-0.0233978,0.971974,14.668,9.9806,8.52411,8.77889,8.15028,7.96493
0.473844,-1.37008,3.04485,0.997547,0.0156624,0.0659135,-0.025861,0.941586,0.0339777,-0.0650522,-0.0328715,0.997247,14.3253,10.5447,8.97533,8.86457,8.25586,8.27702
0.350951,-1.77643,4.2144,0.999951,-0.00263726,-0.008952,-0.00425303,0.942264,-0.00649286,0.0089245,0.00633898,0.999939,18.4072,11.4086,7.95481,7.95204,7.90924,7.89067
0.0502664,-0.823467,4.00224,0.977944,-0.12218,-0.168963,0.133528,0.931589,0.0537135,0.160608,-0.0715726,0.984158,14.4916,7.80274,8.68335,8.92989,7.34008,7.19168
0.157527,-0.97125,2.5229,0.986319,-0.0952586,-0.13531,0.104495,0.93402,0.0713769,0.127501,-0.0802574,0.988229,11.2353,8.27468,9.41472,9.62997,8.36613,8.31866
0.40885,-2.26789,4.25707,0.998239,-0.0574583,0.0245574,0.0551407,0.939363,-0.0481585,-0.0218906,0.0469622,0.998538,16.2205,10.5461,7.5457,7.53145,8.23964,8.28999
0.0409905,-2.62003,3.58861,0.979764,0.0892233,-0.172463,-0.11369,0.935078,-0.0618026,0.164735,0.0746862,0.983075,20.8781,17.3973,7.60124,7.68543,9.0146,8.73522
