0.199691,-1.57224,-17.9816,
0.675565,-0.665338,0.453512,
0.524976,-1.16297,-9.377,
0.322376,-0.590144,-2.61376,
0.594651,-2.30996,-8.11069,
0.592951,-2.44765,-15.7493,
0.140529,-2.96428,-10.4454,
0.462511,-2.37106,-7.71955,
0.021039,-2.42491,-0.361278,
0.369882,-3.05828,-8.67682,
0.0741922,-0.954553,-9.30073,
0.0527483,-2.81729,-7.35208,
0.0225347,-0.829464,-1.35449,
0.745511,-2.46829,-17.1342,
0.517616,-2.87088,-7.58558,
0.0113093,-0.901779,-11.4497,
-0.00862138,-2.38145,-17.983,
0.50153,-0.52748,-3.94521,
0.461387,-1.93156,2.36734,
0.019221,-0.963894,2.3383,
0.116563,-1.66376,-11.1629,
-0.0248068,-2.30619,-14.5208,
0.185669,-3.04295,-6.8305,
0.100039,-0.7231,-2.85158,
0.340029,-1.77879,-2.42243,
0.328527,-3.00409,-13.51,
0.136349,-1.49531,-0.273191,
0.370273,-1.28382,-7.4976,
0.623619,-1.90899,-14.9494,
0.214462,-0.81301,3.30964,
0.669908,-1.34558,-11.4973,
0.219766,-1.79559,-2.4122,
0.536798,-2.20593,-2.34658,
0.0717986,-0.938104,-1.03055,
0.511593,-1.01972,-0.842504,
0.0954717,-2.68437,2.01284,
0.00618859,-2.20883,-9.43939,
0.725828,-2.41613,-1.73292,
0.222517,-0.593484,-15.1022,
0.106837,-2.76002,1.5375,
0.384758,-0.805227,-9.87874,
0.333311,-1.86388,-13.2436,
0.0704954,-2.19266,-5.99761,
0.689764,-2.47753,-12.7838,
0.488992,-0.51629,2.37658,
0.120917,-0.789035,3.02088,
0.414349,-1.88719,-2.83348,
0.584909,-2.01117,-3.33616,
0.430259,-2.0881,-4.62277,
0.167448,-2.5229,-14.57,
0.68944,-2.74064,-0.236929,
0.624092,-2.40636,-3.14949,
0.197651,-0.92499,-8.83589,
0.336016,-2.04259,1.79189,
0.0126398,-2.36178,-8.83124,
0.260352,-2.14826,-13.5273,
0.711091,-2.42677,3.1078,
0.0891542,-2.23437,-0.68076,
0.598305,-2.96847,-3.1326,
0.463981,-2.13579,-5.75929,
0.697694,-0.930879,-11.9608,
0.211084,-1.80315,-11.922,
0.583288,-2.1758,-13.802,
0.349983,-2.38264,3.15347,
0.330974,-3.05058,-11.2516,
0.605138,-2.1047,-13.9588,
0.105207,-1.71426,-12.4847,
0.194649,-0.586838,-1.32367,
0.146233,-2.74123,0.616774,
0.261736,-1.91569,-13.0317,
0.122509,-2.96674,-10.7522,
0.365515,-2.74022,0.641565,
0.68298,-1.53268,-16.9397,
0.635445,-2.63606,-12.802,
0.693045,-1.49344,-9.78751,
0.439504,-1.93427,-15.1261,
0.316295,-2.96922,-1.24191,
0.34459,-1.34917,-5.02103,
0.469256,-2.36653,-17.6652,
0.00930438,-0.886232,-11.8157,
0.615982,-2.40627,-15.3707,
0.635856,-2.74216,-17.5231,
-0.0300763,-1.90661,-8.64955,
0.445964,-1.99649,1.62754,
0.499802,-1.36183,-2.35057,
0.0152893,-1.52617,-3.02028,
0.216696,-0.796034,1.24799,
0.0200831,-2.6856,-0.817848,
0.298506,-1.31321,-5.55737,
0.203883,-2.34355,-4.8679,
0.280606,-1.12599,-2.86848,
0.410475,-0.540647,-15.6985,
0.35228,-1.02133,-13.5201,
0.321294,-2.8355,-6.22576,
0.290884,-1.07476,-10.3053,
0.0269936,-1.27576,-10.2037,
0.501395,-1.09714,-9.84014,
0.143866,-1.35887,-0.699996,
-0.0137015,-2.38284,-16.3049,
-0.0457975,-1.0124,-2.45936,
0.291949,-2.83823,-7.04325,
0.626569,-1.2537,-2.68288,
0.22098,-1.1055,-8.57745,
0.104159,-0.769922,-14.6913,
0.119126,-2.28194,-9.41948,
0.407615,-1.02995,3.87386,
0.391548,-2.33597,-6.44221,
0.444921,-2.0848,3.29775,
