x,y,z,pitch,roll,yaw,L1,L2,L3,L4,fc1,fz1,fh1,fc2,fz2,fh2,fc3,fz3,fh3,fc4,fz4,fh4,
9.93,9.92,10.91,-1.31,0.68,-0.04,184.290054861894,170.209354387472,156.778902665505,171.962857387867,628.101603,68.629,624.341,,,,,,,,,,in
4.93,-4.91,-3.61,-0.13,-0.35,-0.03,175.033009232545,167.752062046939,174.173919749772,181.197004172254,461.7189,79.1454,454.885,,,,,,,,,,in
9.94283158474076,9.93145571155357,15.9060269359906,-0.19122393512445,-1.06322173025346,0.971850603803798,183.324069126233,169.162981532604,155.642263929178,170.927219368362,698.722056942942,105.732855715641,690.675811131,712.530469558956,113.426529459723,703.444448741,827.743397495819,147.461077869757,814.502524619,736.491974752971,114.481987560832,727.53989815,in
-0.000818050432266,-0.000612740349815,6.12439131566559,-0.017759709287763,-0.437710666682595,0.119174734034336,171.686733095484,171.686733095484,171.686733095484,171.686733095484,576.70539843293,118.600674554698,564.378416115,578.811635084674,126.572667665785,,576.753107582055,119.326733238646,,578.829489393098,126.018653211063,,in
-0.000262941897251,-0.00058614031106,1.25322836774634,-0.091564404315892,-0.060392008399756,0.31192158128925,173.007064367326,173.007064367326,173.007064367326,173.007064367326,519.837640408077,120.899350358253,505.583345719,520.241755921306,122.893713741416,,519.825783662835,121.407410630934,,520.237626672047,123.277446922975,,in
-9.92414615236591,-9.90879763138036,11.0432049462401,-0.087901686672993,1.08382713920521,-2.3271554167164,156.778902665505,171.962857387867,184.290054861894,170.209354387472,722.490692830791,158.657467377466,704.855027131,641.513204137533,123.76276544739,,608.929339534929,112.004961042333,,620.690045579542,119.215579457138,,in
14.852006791879,-0.00010583933535,6.1611542543528,0.027569667304589,-2.66111475793946,0.007393094887936,182.882682364363,161.110957349301,161.11094324096,182.882654369327,542.794234216246,127.15459719257,527.690523992,608.020719085627,120.766232680656,,608.0149966107,120.611481143019,,542.786731808525,127.307371454858,,in
-14.8641202679016,0.005251395452862,9.0852198702346,-0.295302696357228,1.5929934642674,-0.859087859609473,160.33645864267,182.200114351883,182.200114351883,160.33645864267,653.028823712428,121.344718425308,641.655751871,581.175147432569,129.519198073035,,583.033012882167,127.619392176376,,650.293216957375,119.235784710989,,in
-3.77158788989104,-12.800972428514,18.0993288693763,-0.216902849572559,0.169568783943442,-1.49133624315529,158.045036724371,163.920819378903,180.353203424483,175.029961128088,871.235760152842,134.750595064797,860.752012428,831.886873602754,129.936288297312,,742.344579084643,100.382105290896,,744.335099032065,109.348152778648,,in
-9.00445914048057,1.76829394220659,12.6841457324677,2.48344137150328,0.256065707605371,0.61907314510991,164.798555643716,178.004934502669,175.791754422907,162.405531736247,694.023769789042,157.945570375814,675.812244511,650.925175013203,122.877665512668,,661.329965768394,135.331687653862,,708.957427401647,145.17562320403,,in
