4.17797,4.06336,5.69019,3.36264,17.2942
9.86444,1.17185,3.90028,1.34304,16.2796
2.52733,6.50529,5.12551,6.12333,20.2815
3.45077,2.23974,4.77168,3.22588,13.6881
6.95698,1.44935,3.14145,2.06777,13.6155
3.75178,2.49441,10.035,1.77924,18.0605
4.50294,0.98725,5.17849,4.37243,15.0411
4.84856,1.55471,3.56194,1.20761,11.1728
5.6474,2.60063,6.10895,3.10217,17.4592
4.51019,5.29012,6.01246,3.12079,18.9336
2.14559,1.70518,8.2536,2.00939,14.1138
3.16387,4.71675,3.60105,4.19207,15.6737
9.80009,2.05983,2.35893,9.65707,23.8759
4.03077,1.65269,7.2414,2.22643,15.1513
3.52655,4.57234,6.73315,1.93132,16.7634
3.73717,0.731895,9.01798,1.95096,15.438
7.0907,1.94299,4.77099,6.86956,20.6742
2.42355,13.0601,12.671,4.06596,32.2206
3.20031,2.43649,5.1755,1.49767,12.31
6.72493,3.2062,6.10345,1.83514,17.8697
7.18597,0.170173,5.46446,3.52511,16.3457
5.64884,1.92239,5.57432,2.11996,15.2655
5.33599,3.82053,6.3543,2.95165,18.4625
7.5354,2.03033,5.93499,1.17562,16.6763
20.1597,2.84363,5.966,3.65456,32.6239
6.49207,3.64434,4.83063,2.16109,17.1281
7.38161,6.43829,2.6423,3.89934,20.3615
11.9722,1.31971,6.24473,0.559806,20.0964
4.35317,1.79569,3.93281,2.66446,12.7461
3.09887,3.84452,4.65848,3.54723,15.1491
3.12147,4.41727,6.90715,1.90178,16.3477
1793.31,231.364,575.937,119.062,2719.67
9.09332,2.33794,4.35625,4.76555,20.5531
3.66501,2.04634,5.83464,2.64949,14.1955
7.87762,2.57878,4.59007,1.76216,16.8086
1.02571,3.39385,7.78265,3.53011,15.7323
1.55022,5.59564,8.15375,2.40755,17.7072
5.02298,2.67267,11.4656,1.05509,20.2163
1.65283,3.40732,6.03788,2.58651,13.6845
8.6033,2.95104,3.22103,7.33905,22.1144
11.5807,0.909643,3.59729,3.77589,19.8635
5.73476,3.35741,2.20984,3.20933,14.5113
4.99788,0.869217,5.84418,1.31916,13.0304
4.23372,2.2471,7.01485,0.735254,14.2309
4.0843,3.50177,6.321,2.92401,16.8311
6.10998,0.768908,5.11834,4.55654,16.5538
5.56682,1.35242,6.53289,1.16603,14.6182
8.23096,2.13759,1.35571,5.3828,17.1071
4.06459,2.75286,6.94404,2.61007,16.3716
3.00787,2.50872,5.75764,1.97801,13.2522
6.2603,0.450181,4.62772,1.62697,12.9652
6.68639,2.10503,3.00042,3.85458,15.6464
14.5123,1.14263,1.76093,5.36035,22.7762
2.50511,2.98096,8.4348,2.85182,16.7727
7.57754,2.30067,2.69988,2.71884,15.2969
3.60001,1.39577,6.66326,2.30115,13.9602
1.30808,6.87145,7.81014,2.72803,18.7177
3.34428,2.07466,7.09606,2.10687,14.6219
6.12354,3.61114,2.12368,4.13395,15.9923
2.92836,4.67653,7.53945,3.12276,18.2671
2.74097,2.72331,7.81773,3.21477,16.4968
5.41749,1.0002,10.3779,2.28768,19.0833
3.63832,3.39132,6.18604,2.45469,15.6704
6.57789,2.80856,7.88115,2.20393,19.4715
4.67829,1.19106,4.09305,2.0917,12.0541
6.05087,1.46883,6.63509,1.73572,15.8905
3.99009,3.57991,3.39066,4.32083,15.2815
5.59921,2.0208,7.43026,0.979086,16.0293
6.18301,1.56233,4.24258,1.29787,13.2858
5.43496,3.30214,6.1847,2.02545,16.9472
4.59639,2.04507,4.53615,1.18293,12.3606
3.3985,2.04463,13.0952,0.786321,19.3246
4.39051,2.02264,8.06786,0.819909,15.3009
3.33002,3.13887,9.13474,1.19356,16.7972
4.78217,4.30588,2.27609,6.05399,17.4181
5.42818,2.36755,4.98799,4.40562,17.1893
5.30035,1.30832,6.53813,1.10069,14.2475
5.61616,1.56391,3.10283,2.94035,13.2232
3.57088,1.97453,8.59584,1.90318,16.0444
4.49416,1.97498,4.74827,3.89959,15.117
2.41834,2.72214,11.5579,1.43559,18.134
2.94806,2.05823,5.76587,1.53637,12.3085
3.59054,1.41195,8.50415,1.04258,14.5492
1.47773,3.47958,7.92916,3.38041,16.2669
8.54122,2.46362,3.03324,1.90504,15.9431
2.8111,2.04151,6.81674,7.09517,18.7645
5.51621,0.942411,5.50453,0.713665,12.6768
3.46674,3.12915,7.43809,3.14705,17.181
2.21943,1.84403,10.8186,1.69726,16.5793
8.79768,1.42701,4.10297,2.03433,16.362
3.01247,2.31136,6.40836,2.92444,14.6566
14.5743,0.815352,2.77618,1.42843,19.5943
4.72371,3.39415,6.28683,2.55357,16.9583
3.20579,3.23396,6.16708,2.8074,15.4142
8.37332,1.5643,5.53284,6.27136,21.7418
6.14953,2.58666,6.91425,7.0589,22.7093
3.30121,2.53953,8.09232,2.66716,16.6002
4.29596,3.31681,5.5323,2.51027,15.6553
4.84696,2.52031,4.49013,2.46242,14.3198
13.7074,3.88143,2.55654,4.59502,24.7404
3.83046,2.63425,9.1772,1.08941,16.7313
4.29217,1.83906,6.15634,2.51717,14.8047
4.10252,1.88446,6.14772,3.95344,16.0881
6.48337,3.56815,5.35496,1.622,17.0285
4.79544,2.38449,2.24609,3.44386,12.8699
10.0014,1.19257,5.06058,2.10173,18.3563
2.99407,3.64671,10.234,1.1937,18.0685
2.92993,3.25849,4.96383,3.42466,14.5769
2.85559,2.20489,6.87725,1.77757,13.7153
5.39948,1.3191,3.50311,2.55351,12.7752
8.82699,1.25858,3.11244,3.79147,16.9895
4.50566,4.44383,10.2088,0.757921,19.9162
9.822,3.28948,3.96057,7.23506,24.3071
5.94775,2.39968,3.80837,1.46933,13.6251
6.45528,1.75091,4.45672,1.57347,14.2364
4.20018,4.74852,8.11219,2.18339,19.2443
0.261983,4.94179,9.0978,4.08407,18.3856
4.41001,2.97283,5.91929,1.22357,14.5257
6.54346,1.02175,10.7998,1.58926,19.9543
1.98562,2.92259,12.5573,1.57515,19.0407
3.64363,8.3275,7.96308,3.1666,23.1008
7.07813,3.23314,3.32568,3.61072,17.2477
3.03583,4.06933,5.55403,2.23102,14.8902
5.25659,1.81861,4.29542,6.74807,18.1187
3.61908,3.84841,6.52017,3.02292,17.0106
6.24594,1.50588,3.38933,4.16501,15.3062
