0.305754,-0.937636,3.76696,0.996904,-0.0752995,-0.0293829,0.0748905,0.936686,0.0720925,0.0239656,-0.0697079,0.996965,14.0539,8.18741,8.79655,8.88698,7.50397,7.50526
0.84612,-2.3581,3.38404,0.943746,-0.129445,0.303679,0.140299,0.931978,-0.00938525,-0.299434,0.0506973,0.952728,8.10955,5.95216,8.07835,7.86447,8.61677,8.96708
0.142292,-1.25013,3.76208,0.987527,-0.0826014,-0.135183,0.0855519,0.937822,0.0302923,0.13218,-0.0397139,0.990357,15.1348,9.35768,8.51569,8.68377,7.79292,7.68133
0.442857,-2.16643,2.83018,0.997147,-0.0555295,0.0547344,0.0545384,0.939475,-0.0464437,-0.0521799,0.0470376,0.99742,11.9478,10.1659,8.50833,8.48423,8.94038,9.02441
0.828812,-1.02685,4.0872,0.962689,0.0986012,0.246657,-0.118632,0.936291,0.0149806,-0.24322,-0.0393222,0.968987,18.6874,10.5752,8.77044,8.44689,7.24365,7.45378
0.351234,-2.10965,3.49232,0.99994,0.00306278,-0.00380389,-0.0103861,0.941528,-0.039802,0.00339299,0.0377607,0.9992,15.9598,12.1766,8.12495,8.08685,8.56714,8.52073
0.586231,-2.07491,3.1158,0.985824,-0.0772172,0.150036,0.0796011,0.938468,-0.0242509,-0.147695,0.0349948,0.988383,11.0017,8.61761,8.42219,8.31325,8.65411,8.82268
0.460544,-1.70162,3.66238,0.998167,-0.00737241,0.0605146,0.000873478,0.94226,-0.000180763,-0.0605144,0.000862248,0.998167,15.4382,10.5604,8.34861,8.27555,8.11374,8.16061
0.661197,-1.97087,3.27916,0.97646,-0.0864676,0.198249,0.0878329,0.93803,-0.00557487,-0.197006,0.0230741,0.980136,10.5574,7.8183,8.41552,8.26011,8.45965,8.66819
0.206312,-1.986,4.11528,0.995181,0.0238315,-0.0925916,-0.0342265,0.941754,-0.0195802,0.0918876,0.0209847,0.995512,20.1702,13.3154,7.79551,7.85731,8.17134,8.04427
0.83076,-1.714,3.52531,0.950407,0.0737645,0.299211,-0.0765453,0.939263,-0.0393947,-0.301443,0.0159172,0.953373,15.2057,10.5973,8.54604,8.22587,8.08892,8.3172
0.172236,-0.954743,2.9541,0.988435,-0.0947474,-0.119306,0.102403,0.934344,0.0698185,0.11185,-0.0770337,0.9904,12.0575,8.22317,9.17856,9.37342,8.06198,8.00939
0.207744,-2.04713,3.97416,0.995143,0.0266366,-0.0919119,-0.0377269,0.941535,-0.0253489,0.0909234,0.0266809,0.995444,19.6158,13.5046,7.83087,7.88551,8.29514,8.16451
0.164392,-0.958395,3.39082,0.98839,-0.0961539,-0.11849,0.103103,0.934681,0.0633007,0.111599,-0.0709582,0.990936,13.1164,8.25492,8.93141,9.11791,7.78594,7.71484
-0.133933,-1.47411,3.97584,0.945491,-0.124964,-0.300313,0.123019,0.933901,-0.0286729,0.301519,-0.0110199,0.95341,16.651,10.1957,8.14896,8.47522,7.90825,7.64269
0.683085,-1.41907,3.92863,0.980555,0.0538929,0.185516,-0.0662709,0.940616,0.00604517,-0.184718,-0.015713,0.982623,17.0698,10.5686,8.4923,8.26594,7.67647,7.831
0.463619,-1.10146,3.13543,0.998058,0.0306839,0.0481454,-0.0424889,0.939892,0.0620787,-0.045555,-0.0597651,0.996909,15.0725,10.5353,9.12274,8.99773,8.0186,8.011
0.120153,-2.11651,2.88849,0.984782,0.0545352,-0.161259,-0.0699236,0.940088,-0.0262732,0.159106,0.0341972,0.986562,17.1609,14.8769,8.43267,8.49644,9.00597,8.79115
0.2204,-1.34081,3.38625,0.993801,-0.0623693,-0.0940945,0.0624327,0.939553,0.0315935,0.091993,-0.0354834,0.995062,14.2515,9.68278,8.6858,8.80282,8.07038,8.0046
-0.125726,-1.9781,3.98567,0.949431,0.0923942,-0.295981,-0.101981,0.937738,0.024892,0.296953,0.00444971,0.95487,24.5595,16.9111,7.7711,7.99177,8.34824,8.0071
0.215582,-2.06244,3.61612,0.995271,0.0256027,-0.0909386,-0.0368974,0.941473,-0.0286627,0.0898603,0.0296929,0.995444,18.0879,13.4605,8.0359,8.07819,8.50251,8.37072
0.0718469,-2.66497,4.02979,0.984688,0.088732,-0.142025,-0.111236,0.935106,-0.0653952,0.134227,0.0749193,0.987701,22.5751,17.2466,7.29828,7.38487,8.80993,8.56495
0.795389,-1.87604,2.61743,0.946562,-0.102176,0.306003,0.100282,0.936651,0.0210391,-0.306536,0.0124017,0.951798,8.11295,6.49649,8.9225,8.71962,8.75393,9.05527
0.654287,-0.8745,2.69902,0.982719,0.075114,0.163624,-0.0995309,0.935742,0.0728948,-0.156066,-0.0815764,0.983826,14.4536,10.5573,9.61841,9.33101,8.10633,8.15637
-0.0417103,-0.992133,3.22161,0.959622,-0.124652,-0.251736,0.13792,0.931868,0.032181,0.24516,-0.0631927,0.967261,12.9143,8.41771,8.93293,9.2506,7.95342,7.7866
0.629517,-1.51041,2.53998,0.981822,0.0395229,0.183432,-0.051248,0.941331,0.00883601,-0.182753,-0.0155883,0.982993,12.9719,10.5765,9.24165,9.02655,8.63513,8.73543
0.275856,-1.56279,3.73456,0.997829,-0.0358727,-0.0580639,0.0318492,0.941509,0.0123845,0.0576451,-0.0135227,0.998236,15.952,10.5475,8.35016,8.41079,8.02329,7.97184
0.463699,-0.907895,3.49949,0.997921,0.0432603,0.0368349,-0.0556286,0.938307,0.0781399,-0.0325332,-0.0749487,0.996262,16.5478,10.5244,9.0651,8.93376,7.64807,7.63197
-0.117678,-1.48578,3.2374,0.941345,-0.117511,-0.316125,0.116305,0.934816,-0.0244441,0.31677,-0.0148177,0.948403,14.3913,10.2733,8.5557,8.88584,8.33244,8.10262
0.215526,-1.23483,3.87899,0.993722,-0.070032,-0.0893289,0.0709003,0.938785,0.0371587,0.0865395,-0.0410885,0.995309,15.459,9.3105,8.48977,8.61056,7.69446,7.62282
0.544307,-1.6043,3.94455,0.993945,0.014628,0.107566,-0.0230157,0.942162,0.00406007,-0.107445,-0.00518464,0.99419,16.5906,10.5303,8.29155,8.16123,7.852,7.94204
0.178871,-2.47571,3.05911,0.992349,0.0570371,-0.103384,-0.0749907,0.937746,-0.070399,0.0980835,0.0727284,0.992147,17.1959,15.3483,8.09905,8.10854,9.15758,8.95754
0.525467,-1.37117,3.67402,0.995111,0.0251064,0.0928785,-0.0362055,0.941556,0.0267481,-0.0918862,-0.0274008,0.995318,16.1849,10.5451,8.62013,8.48691,7.84351,7.90362
0.346287,-2.36138,2.69942,0.99953,0.022305,0.000840567,-0.0305176,0.939515,-0.0727219,-0.00306759,0.0687307,0.997352,14.2283,13.1268,8.47919,8.4049,9.23594,9.14916
0.051189,-1.44725,4.0977,0.97853,-0.089409,-0.186373,0.0899996,0.937848,0.00229338,0.185414,-0.0189013,0.982476,16.9632,10.1028,8.16206,8.37097,7.78398,7.60567
0.77444,-1.00192,2.72297,0.963062,0.0874149,0.250246,-0.112666,0.936295,0.0390586,-0.244577,-0.0601631,0.967394,14.3483,10.5725,9.54661,9.19699,8.13201,8.24434
0.547412,-0.891857,3.18378,0.993612,0.0579999,0.0897049,-0.0755094,0.937251,0.0774948,-0.0838716,-0.0781417,0.992949,15.6551,10.5405,9.28254,9.08541,7.81731,7.83613
0.449632,-1.70333,3.76506,0.998596,-0.0101342,0.0528317,0.00380123,0.942235,-0.000169561,-0.0528307,0.000940692,0.998603,15.7563,10.556,8.28443,8.21946,8.05929,8.10071
