320.745,202.894,263.985,118.092,905.716,312.233,186.173,262.616,99.9142,860.937
316.357,208.342,262.569,98.3001,885.569,309.879,197.11,263.481,80.6811,851.152
295,292.41,192.945,117.588,897.944,287.012,281.768,196.044,104.169,868.993
310.184,294.291,81.5728,26.8983,712.947,302.606,275.986,61.5668,9.93758,650.096
341.032,281.635,101.776,47.255,771.699,333.908,268.883,95.5773,29.6589,728.027
243.263,327.355,97.7138,161.911,830.243,236.835,315.775,84.9982,150.236,787.845
332.591,78.7427,108.101,65.5157,584.95,324.223,37.7004,104.459,57.8633,524.246
132.375,283.381,147.436,216.843,780.035,119.185,270.834,140.304,208.79,739.113
126.923,273.941,77.9602,73.1103,551.934,112.095,263.79,64.9067,59.4028,500.194
270.657,174.53,48.3718,42.0868,535.645,264.948,157.788,20.2458,4.40779,447.389
209.659,229.768,65.9369,135.557,640.921,197.218,215.137,45.0983,116.366,573.82
180.824,275.69,92.8964,62.9692,612.38,173.433,259.857,77.5456,50.2564,561.092
264.092,206.483,41.7977,150.183,662.555,257.174,196.033,21.5766,137.123,611.907
306.262,274.682,59.6094,65.6882,706.241,297.653,265.275,45.4656,24.7416,633.135
148.687,377.239,229.789,104.108,859.824,136.038,368.972,225.726,88.5502,819.286
283.441,235.381,233.3,289.992,1042.11,273.415,224.356,233.417,281.31,1012.5
162.663,290.937,72.4137,189.386,715.4,149.808,280.018,47.3325,175.811,652.97
191.508,195.12,142.592,244.506,773.727,182.959,178.065,137.717,236.775,735.516
372.142,201.944,296.55,91.3236,961.96,366.075,187.726,295.44,76.7219,925.963
209.114,263.256,121.432,133.409,727.212,202.135,248.392,121.716,131.25,703.494
240.518,208.998,258.485,98.0955,806.096,234.128,199.474,255.622,94.5151,783.739
179.385,225.644,57.2051,144.42,606.655,170.113,211.832,36.633,124.832,543.411
359.162,90.5817,135.98,106.545,692.269,351.962,74.4928,134.609,87.444,648.508
266.667,322.817,165.667,99.6032,854.754,256.18,311.786,162.548,82.096,812.61
176.624,330.935,56.9459,248.427,812.932,166.413,321.592,36.7215,238.19,762.917
156.283,218.728,48.6089,47.9486,471.569,148.528,206.201,20.6545,13.7594,389.143
334.084,352.338,55.2677,81.3539,823.044,326.308,338.944,51.0506,53.4917,769.794
148.475,287.373,134.913,114.198,684.958,137.88,276.911,131.791,99.468,646.05
254.365,217.663,48.3998,80.7236,601.151,246.459,203.988,9.57264,60.6994,520.719
324.84,238.296,90.0251,193.413,846.574,318.358,224.722,62.881,176.087,782.048
223.797,210.425,48.4057,234.819,717.447,215.828,198.051,10.8008,221.708,646.387
261.497,272.918,108.467,124.867,767.75,253.648,261.493,96.5754,110.353,722.069
247.899,198.664,71.6826,140.376,658.622,238.927,184.245,65.9062,123.458,612.536
245.143,129.782,73.5287,52.6256,501.08,238.38,104.642,68.9427,18.8403,430.804
228.082,76.0853,118.126,69.2597,491.553,218.419,27.6481,106.154,44.1545,396.376
87.0256,171.172,208.128,229.621,695.946,69.2054,154.522,204.191,220.019,647.937
160.252,350.75,47.9637,185.431,744.397,151.231,340.918,31.9179,175.645,699.713
157.716,312.753,108.674,97.9532,677.096,149.572,300.998,106.277,86.3194,643.166
262.334,296.32,150.299,48.9987,757.952,255.239,287.33,145.853,26.0867,714.509
283.984,252.905,116.569,172.901,826.359,276.645,242.324,115.673,157.314,791.956
282.548,168.361,173.337,63.8511,688.097,275.899,152.596,166.399,45.2931,640.186
107.444,148.981,66.8028,128.319,451.547,88.4232,130.631,60.1655,114.072,393.292
247.142,166.176,54.0525,63.4927,530.864,235.925,152.723,31.0924,37.7153,457.456
126.148,205.294,225.885,109.138,666.465,116.4,192.322,224.781,98.8218,632.325
71.6734,340.531,50.0853,179.176,641.466,56.4518,330.378,3.47161,167.868,558.169
236.34,340.67,52.1978,59.2879,688.495,229.724,328.608,35.2282,49.5053,643.066
198.038,137.029,42.1483,160.383,537.598,189.196,124.091,17.0747,156.722,487.084
153.242,238.849,52.4735,47.6815,492.246,142.135,223.584,24.4871,31.6793,421.886
216.877,160.317,45.3521,45.2577,467.804,208.005,144.38,26.7189,28.7776,407.881
249.293,198.506,203.526,47.7777,699.103,242.109,182.834,201.463,40.3988,666.805
259.167,179.552,139.817,63.1438,641.68,249.675,163.914,138.186,23.7419,575.517
228.29,235.523,305.957,216.275,986.045,220.463,222.292,307.901,206.238,956.895
210.282,247.239,36.8515,43.1075,537.48,201.917,231.638,6.74158,27.497,467.794
278.6,323.545,46.083,69.1576,717.385,272.827,312.28,8.29572,8.75363,602.157
249.253,144.04,116.473,212.655,722.422,242.05,126.882,107.758,199.027,675.717
391.754,160.445,39.8582,53.5304,645.587,383.805,137.695,28.1735,43.4375,593.112
285.986,108.661,71.9,58.9288,525.476,279.388,87.5536,55.5238,30.6504,453.116
317.999,167.08,67.5689,72.0917,624.739,311.327,151.899,60.5884,57.9884,581.802
264.913,283.871,90.7445,127.388,766.917,256.984,269.88,83.44,112.476,722.78
181.427,454.012,73.1381,35.705,744.282,171.871,445.276,67.3895,4.80474,689.342
205.104,196.859,88.3999,49.2886,539.651,197.401,180.909,71.8225,29.984,480.117
273.574,245.298,97.412,58.758,675.042,265.971,231.808,84.7675,59.0537,641.6
230.985,210.589,66.9414,121.357,629.873,224.917,192.94,46.3808,107.717,571.955
300.847,292.205,80.5603,90.1821,763.795,294.507,278.444,69.228,81.7825,723.961
209.317,264.718,234.014,138.244,846.293,200.567,253.384,233.27,140.21,827.431
290.939,463.462,106.57,66.8736,927.845,283.149,453.815,100.496,46.8594,884.319
158.84,152.061,41.3111,48.7304,400.943,150.012,134.064,1.08921,27.1999,312.366
